,test_condition,accuracy,agent,cotN,concept
328,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++carrot
329,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++carrot
330,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++cup
331,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++cup
332,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++cup
333,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++cup
334,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++cup
335,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++cup
336,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++cup
337,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++cup
338,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++cup
339,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++cup
340,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++dog
341,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++dog
342,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++dog
343,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++dog
344,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++dog
345,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++dog
346,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++dog
347,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++dog
348,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++dog
349,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++dog
350,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++donut
351,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++donut
352,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++donut
353,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++donut
354,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++donut
355,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++donut
356,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++donut
357,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++donut
358,test_unseen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++fork
359,test_unseen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++fork
360,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++frisbee
361,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++frisbee
362,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++handbag
363,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++handbag
364,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++handbag
365,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++handbag
366,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++handbag
367,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++handbag
368,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++handbag
369,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++handbag
370,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++handbag
371,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++handbag
372,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++hot_dog
373,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++hot_dog
374,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++hot_dog
375,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++hot_dog
376,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++kite
377,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++kite
378,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++kite
379,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++kite
380,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++kite
381,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++kite
382,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++kite
383,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++kite
384,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++kite
385,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++kite
386,test_seen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++knife
387,test_seen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++knife
388,test_seen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++knife
389,test_seen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++knife
390,test_seen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++knife
391,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++knife
392,test_seen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++knife
393,test_seen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++knife
394,test_seen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++knife
395,test_seen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++knife
396,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++laptop
397,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++laptop
398,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++laptop
399,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++laptop
400,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++laptop
401,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++laptop
402,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++laptop
403,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++laptop
404,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++laptop
405,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++laptop
406,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++mouse
407,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++mouse
408,test_unseen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++mouse
409,test_unseen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++mouse
410,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++mouse
411,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++mouse
412,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++mouse
413,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++mouse
414,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++mouse
415,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++mouse
416,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++orange
417,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++orange
418,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++orange
419,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++orange
420,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++orange
421,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++orange
422,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++orange
423,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++orange
424,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++orange
425,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++orange
426,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++person
427,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++person
428,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++remote
429,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++remote
430,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++remote
431,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++remote
432,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++remote
433,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++remote
434,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++remote
435,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++remote
436,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++remote
437,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++remote
438,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++sandwich
439,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++sandwich
440,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++sandwich
441,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++sandwich
442,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++sandwich
443,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++sandwich
444,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++sandwich
445,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++sandwich
446,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++sandwich
447,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++sandwich
448,test_unseen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++scissors
449,test_unseen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++scissors
450,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++scissors
451,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++scissors
452,test_unseen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++scissors
453,test_unseen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++scissors
454,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++scissors
455,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++scissors
456,test_unseen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++scissors
457,test_unseen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++scissors
458,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++sheep
459,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++sheep
460,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++skateboard
461,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++skateboard
462,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++skateboard
463,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++skateboard
464,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++skateboard
465,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++skateboard
466,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++skateboard
467,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++skateboard
468,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++skateboard
469,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++skateboard
470,test_seen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++spoon
471,test_seen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++spoon
472,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++spoon
473,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++spoon
474,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++spoon
475,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++spoon
476,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++spoon
477,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++spoon
478,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++spoon
479,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++spoon
480,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++sports_ball
481,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++sports_ball
482,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++sports_ball
483,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++sports_ball
484,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++sports_ball
485,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++sports_ball
486,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++sports_ball
487,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++sports_ball
488,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++sports_ball
489,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++sports_ball
490,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++tennis_racket
491,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++tennis_racket
492,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++tennis_racket
493,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++tennis_racket
494,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++tennis_racket
495,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++tennis_racket
496,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++tennis_racket
497,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++tennis_racket
498,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++tennis_racket
499,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++tennis_racket
500,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++toothbrush
501,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++toothbrush
502,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++toothbrush
503,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++toothbrush
504,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++toothbrush
505,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++toothbrush
506,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++toothbrush
507,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++toothbrush
508,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++toothbrush
509,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++toothbrush
510,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++umbrella
511,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++umbrella
512,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++vase
513,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++vase
514,test_seen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++vase
515,test_seen_obj_seen_act,,gpt-4o,chain_of_thought0,hold++vase
516,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++wine_glass
517,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++wine_glass
518,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++wine_glass
519,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++wine_glass
520,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++wine_glass
521,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++wine_glass
522,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++wine_glass
523,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++wine_glass
524,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hold++wine_glass
525,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hold++wine_glass
526,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought0,hold_and_about_to_eat++apple
527,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought0,hold_and_about_to_eat++apple
528,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought0,hold_and_about_to_eat++apple
529,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought0,hold_and_about_to_eat++apple
530,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought0,hold_and_about_to_eat++apple
531,test_unseen_obj_unseen_act,0.0,gpt-4o,chain_of_thought0,hold_and_about_to_eat++apple
532,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought0,hold_and_about_to_eat++apple
533,test_unseen_obj_unseen_act,0.0,gpt-4o,chain_of_thought0,hold_and_about_to_eat++apple
534,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought0,hold_and_about_to_eat++apple
535,test_unseen_obj_unseen_act,0.0,gpt-4o,chain_of_thought0,hold_and_about_to_eat++apple
536,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought0,hold_and_about_to_eat++banana
537,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought0,hold_and_about_to_eat++banana
538,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hug++cat
539,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hug++cat
540,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hug++cat
541,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hug++cat
542,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hug++dog
543,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hug++dog
544,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,hug++dog
545,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hug++dog
546,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hug++dog
547,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hug++dog
548,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hug++dog
549,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hug++dog
550,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hug++dog
551,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hug++dog
552,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hug++person
553,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hug++person
554,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hug++person
555,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hug++person
556,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hug++person
557,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hug++person
558,test_seen_obj_seen_act,,gpt-4o,chain_of_thought0,hug++person
559,test_seen_obj_seen_act,,gpt-4o,chain_of_thought0,hug++person
560,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hug++person
561,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,hug++person
562,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,inspect++bicycle
563,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,inspect++bicycle
564,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,inspect++motorcycle
565,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,inspect++motorcycle
566,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,inspect++motorcycle
567,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,inspect++motorcycle
568,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,inspect++motorcycle
569,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,inspect++motorcycle
570,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,inspect++motorcycle
571,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,inspect++motorcycle
572,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,inspect++motorcycle
573,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,inspect++motorcycle
574,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,inspect++surfboard
575,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,inspect++surfboard
576,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++bicycle
577,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++bicycle
578,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++bicycle
579,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++bicycle
580,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++bicycle
581,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,jump++bicycle
582,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++bicycle
583,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++bicycle
584,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++motorcycle
585,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++motorcycle
586,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++motorcycle
587,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++motorcycle
588,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++motorcycle
589,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++motorcycle
590,test_seen_obj_seen_act,,gpt-4o,chain_of_thought0,jump++motorcycle
591,test_seen_obj_seen_act,,gpt-4o,chain_of_thought0,jump++motorcycle
592,test_seen_obj_seen_act,,gpt-4o,chain_of_thought0,jump++motorcycle
593,test_seen_obj_seen_act,,gpt-4o,chain_of_thought0,jump++motorcycle
594,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++skateboard
595,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,jump++skateboard
596,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++skateboard
597,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++skateboard
598,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++skateboard
599,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++skateboard
600,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++skateboard
601,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++skateboard
602,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++skateboard
603,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++skateboard
604,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++skis
605,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++skis
606,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++skis
607,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++skis
608,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++snowboard
609,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++snowboard
610,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++snowboard
611,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++snowboard
612,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++snowboard
613,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++snowboard
614,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++snowboard
615,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++snowboard
616,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++snowboard
617,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++snowboard
618,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++surfboard
619,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++surfboard
620,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,jump++surfboard
621,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,jump++surfboard
622,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,kick++sports_ball
623,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,kick++sports_ball
624,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,kick++sports_ball
625,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,kick++sports_ball
626,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,kick++sports_ball
627,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,kick++sports_ball
628,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,kick++sports_ball
629,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought0,kick++sports_ball
630,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,kick++sports_ball
631,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought0,kick++sports_ball
